variable,reference_variable,lag_hours,dataset,entity_id,sensor_name,sensor_lat,sensor_lon,traffic_association_count,traffic_association_mode,traffic_association_max_distance_m,traffic_association_ids,dominant_pattern,significant_moments_pct,significant_moments,HH_moments,LL_moments,HL_moments,LH_moments,observed_moments_pct,insufficient_moments_pct,missing_moments,mean_local_moran_i,mean_p_value,variable_signal_pct,map_color
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e68679c5b2,Aquatec - C/ Juan de la Cosa,37.6077778,-0.981388889,3,radius,202.0,anprFlowObserved:15|anprFlowObserved:4|anprFlowObserved:3,LH,8.01,173,0,5,0,168,100.0,18.34,0,-0.0273,0.582,2.05,#7c3aed
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e68679c5b2,Aquatec - C/ Juan de la Cosa,37.6077778,-0.981388889,3,radius,202.0,anprFlowObserved:15|anprFlowObserved:4|anprFlowObserved:3,LH,7.97,172,0,5,0,167,100.0,18.16,0,-0.0571,0.5797,2.13,#7c3aed
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e68679c5b2,Aquatec - C/ Juan de la Cosa,37.6077778,-0.981388889,3,radius,202.0,anprFlowObserved:15|anprFlowObserved:4|anprFlowObserved:3,LH,7.46,161,0,4,0,157,100.0,18.25,0,-0.0464,0.5828,2.05,#7c3aed
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c1842,Aquatec - Plaza del Rey,37.6,-0.988055556,2,radius,256.9,anprFlowObserved:7|anprFlowObserved:8,mixed,5.42,117,0,64,53,0,100.0,31.82,0,-0.0368,0.2806,2.09,#0f766e
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c1842,Aquatec - Plaza del Rey,37.6,-0.988055556,2,radius,256.9,anprFlowObserved:7|anprFlowObserved:8,LL,5.33,115,0,76,39,0,100.0,31.87,0,-0.0329,0.286,2.05,#1d4ed8
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0df2,Aquatec - Plaza de España,37.605122,-0.991117,3,radius,254.5,anprFlowObserved:10|anprFlowObserved:9|anprFlowObserved:11,LL,5.23,113,0,89,22,2,100.0,19.36,0,0.0262,0.3816,2.09,#1d4ed8
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0df2,Aquatec - Plaza de España,37.605122,-0.991117,3,radius,254.5,anprFlowObserved:10|anprFlowObserved:9|anprFlowObserved:11,LL,5.14,111,0,69,37,5,100.0,19.27,0,0.0233,0.3746,2.13,#1d4ed8
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2186,Aquatec - C/ Carlos III,37.60592,-0.98264,4,radius,229.0,anprFlowObserved:4|anprFlowObserved:3|anprFlowObserved:15|anprFlowObserved:2,LH,5.14,111,1,2,0,108,100.0,18.34,0,-0.2764,0.6109,2.05,#7c3aed
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2186,Aquatec - C/ Carlos III,37.60592,-0.98264,4,radius,229.0,anprFlowObserved:4|anprFlowObserved:3|anprFlowObserved:15|anprFlowObserved:2,LH,5.05,109,2,1,0,106,100.0,18.16,0,-0.2946,0.6127,2.13,#7c3aed
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2186,Aquatec - C/ Carlos III,37.60592,-0.98264,4,radius,229.0,anprFlowObserved:4|anprFlowObserved:3|anprFlowObserved:15|anprFlowObserved:2,LH,5.05,109,1,0,0,108,100.0,18.3,0,-0.2854,0.6126,2.09,#7c3aed
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c1842,Aquatec - Plaza del Rey,37.6,-0.988055556,2,radius,256.9,anprFlowObserved:7|anprFlowObserved:8,mixed,4.91,106,0,53,53,0,100.0,31.68,0,-0.0395,0.2833,2.13,#0f766e
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d4e,C/ Ciclamen,37.6122131,-1.0095078,1,nearest_fallback,1637.5,anprFlowObserved:12,LH,4.88,2,0,0,0,2,1.9,0.0,2118,-0.8609,0.5683,2.13,#7c3aed
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0df2,Aquatec - Plaza de España,37.605122,-0.991117,3,radius,254.5,anprFlowObserved:10|anprFlowObserved:9|anprFlowObserved:11,LL,4.72,102,0,75,22,5,100.0,19.41,0,0.035,0.3793,2.05,#1d4ed8
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c1842,Aquatec - Plaza del Rey,37.6,-0.988055556,2,radius,256.9,anprFlowObserved:7|anprFlowObserved:8,mixed,4.72,102,1,60,41,0,100.0,31.77,0,-0.0374,0.2865,2.05,#0f766e
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2186,Aquatec - C/ Carlos III,37.60592,-0.98264,4,radius,229.0,anprFlowObserved:4|anprFlowObserved:3|anprFlowObserved:15|anprFlowObserved:2,LH,4.59,99,1,0,0,98,100.0,18.25,0,-0.2887,0.612,2.05,#7c3aed
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0df2,Aquatec - Plaza de España,37.605122,-0.991117,3,radius,254.5,anprFlowObserved:10|anprFlowObserved:9|anprFlowObserved:11,LL,4.31,93,0,69,19,5,100.0,19.31,0,0.0218,0.3797,2.05,#1d4ed8
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0a5a,Aquatec - Calle Real,37.60372,-0.990846,3,radius,264.8,anprFlowObserved:10|anprFlowObserved:9|anprFlowObserved:8,mixed,4.21,91,1,45,45,0,100.0,18.94,0,-0.7971,0.379,2.09,#0f766e
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0a5a,Aquatec - Calle Real,37.60372,-0.990846,3,radius,264.8,anprFlowObserved:10|anprFlowObserved:9|anprFlowObserved:8,mixed,3.98,86,2,33,51,0,100.0,18.99,0,-0.9261,0.3782,2.05,#0f766e
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0a5a,Aquatec - Calle Real,37.60372,-0.990846,3,radius,264.8,anprFlowObserved:10|anprFlowObserved:9|anprFlowObserved:8,mixed,3.84,83,4,49,30,0,100.0,18.81,0,-0.6986,0.3728,2.13,#0f766e
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0a5a,Aquatec - Calle Real,37.60372,-0.990846,3,radius,264.8,anprFlowObserved:10|anprFlowObserved:9|anprFlowObserved:8,mixed,3.84,83,1,46,36,0,100.0,18.9,0,-0.7289,0.3781,2.05,#0f766e
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867ae312,C/ Loma de Canteras,37.618388,-1.032256,1,nearest_fallback,3744.9,anprFlowObserved:12,LH,3.83,82,22,0,0,60,99.26,18.34,16,-0.1574,0.4837,2.09,#7c3aed
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867bf52a,AQPMN2G 01,37.642688751,-1.09544003,1,nearest_fallback,9889.0,anprFlowObserved:12,mixed,3.81,82,44,0,0,38,99.68,18.02,7,0.1704,0.4845,2.09,#0f766e
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0222,Aquatec - Capitanes Ripoll,37.60623,-0.977768,1,nearest_fallback,337.0,anprFlowObserved:4,LH,3.8,82,7,0,0,75,100.0,18.25,0,-0.2701,0.5624,2.05,#7c3aed
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c1c56,C/ Zorita,37.614798,-1.043541,1,nearest_fallback,4645.3,anprFlowObserved:12,LH,3.8,82,27,0,0,55,100.0,18.34,0,-0.199,0.4845,2.09,#7c3aed
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2466,Av. Descubrimiento de América,37.618964,-1.027056,1,nearest_fallback,3324.4,anprFlowObserved:12,LH,3.8,82,24,0,0,58,100.0,18.34,0,-0.1614,0.4845,2.09,#7c3aed
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c28e2,Aquatec - C/San Diego,37.60347,-0.97896,1,nearest_fallback,364.1,anprFlowObserved:4,HH,3.8,82,62,0,0,20,100.0,18.25,0,0.5084,0.5624,2.05,#b91c1c
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPe0e2e632fa1e,Aquatec - C/ Serreta,37.60355,-0.98363,1,nearest_fallback,326.7,anprFlowObserved:4,LH,3.8,82,30,0,0,52,100.0,18.25,0,0.1198,0.5624,2.05,#7c3aed
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867ae312,C/ Loma de Canteras,37.618388,-1.032256,1,nearest_fallback,3744.9,anprFlowObserved:12,LH,3.69,79,22,0,0,57,99.26,18.2,16,-0.1473,0.4867,2.13,#7c3aed
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867ae312,C/ Loma de Canteras,37.618388,-1.032256,1,nearest_fallback,3744.9,anprFlowObserved:12,mixed,3.69,79,32,0,0,47,99.26,18.3,16,-0.1497,0.4836,2.05,#0f766e
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867bf52a,AQPMN2G 01,37.642688751,-1.09544003,1,nearest_fallback,9889.0,anprFlowObserved:12,mixed,3.67,79,42,0,0,37,99.68,17.88,7,0.1555,0.4868,2.13,#0f766e
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867bf52a,AQPMN2G 01,37.642688751,-1.09544003,1,nearest_fallback,9889.0,anprFlowObserved:12,mixed,3.67,79,43,0,0,36,99.68,17.97,7,0.1619,0.4841,2.05,#0f766e
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c1c56,C/ Zorita,37.614798,-1.043541,1,nearest_fallback,4645.3,anprFlowObserved:12,LH,3.66,79,28,0,0,51,100.0,18.2,0,-0.1926,0.4868,2.13,#7c3aed
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c1c56,C/ Zorita,37.614798,-1.043541,1,nearest_fallback,4645.3,anprFlowObserved:12,LH,3.66,79,28,0,0,51,100.0,18.3,0,-0.195,0.4841,2.05,#7c3aed
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2466,Av. Descubrimiento de América,37.618964,-1.027056,1,nearest_fallback,3324.4,anprFlowObserved:12,LH,3.66,79,25,0,0,54,100.0,18.2,0,-0.1541,0.4868,2.13,#7c3aed
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2466,Av. Descubrimiento de América,37.618964,-1.027056,1,nearest_fallback,3324.4,anprFlowObserved:12,LH,3.66,79,23,0,0,56,100.0,18.3,0,-0.1648,0.4841,2.05,#7c3aed
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0222,Aquatec - Capitanes Ripoll,37.60623,-0.977768,1,nearest_fallback,337.0,anprFlowObserved:4,LH,3.61,78,12,0,0,66,100.0,18.16,0,-0.2636,0.5639,2.13,#7c3aed
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c28e2,Aquatec - C/San Diego,37.60347,-0.97896,1,nearest_fallback,364.1,anprFlowObserved:4,HH,3.61,78,57,0,0,21,100.0,18.16,0,0.5295,0.5639,2.13,#b91c1c
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPe0e2e632fa1e,Aquatec - C/ Serreta,37.60355,-0.98363,1,nearest_fallback,326.7,anprFlowObserved:4,mixed,3.61,78,37,0,0,41,100.0,18.16,0,0.1232,0.5639,2.13,#0f766e
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0222,Aquatec - Capitanes Ripoll,37.60623,-0.977768,1,nearest_fallback,337.0,anprFlowObserved:4,LH,3.57,77,10,0,0,67,100.0,18.34,0,-0.2647,0.5645,2.05,#7c3aed
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c28e2,Aquatec - C/San Diego,37.60347,-0.97896,1,nearest_fallback,364.1,anprFlowObserved:4,HH,3.57,77,52,0,0,25,100.0,18.34,0,0.483,0.5645,2.05,#b91c1c
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPe0e2e632fa1e,Aquatec - C/ Serreta,37.60355,-0.98363,1,nearest_fallback,326.7,anprFlowObserved:4,mixed,3.57,77,31,0,0,46,100.0,18.34,0,0.1098,0.5645,2.05,#0f766e
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867bf52a,AQPMN2G 01,37.642688751,-1.09544003,1,nearest_fallback,9889.0,anprFlowObserved:12,HH,3.3,71,43,0,0,28,99.68,18.06,7,0.1662,0.484,2.05,#b91c1c
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c1c56,C/ Zorita,37.614798,-1.043541,1,nearest_fallback,4645.3,anprFlowObserved:12,LH,3.29,71,22,0,0,49,100.0,18.39,0,-0.1945,0.484,2.05,#7c3aed
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2466,Av. Descubrimiento de América,37.618964,-1.027056,1,nearest_fallback,3324.4,anprFlowObserved:12,LH,3.29,71,24,0,0,47,100.0,18.39,0,-0.1522,0.484,2.05,#7c3aed
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867ae312,C/ Loma de Canteras,37.618388,-1.032256,1,nearest_fallback,3744.9,anprFlowObserved:12,LH,3.27,70,17,0,0,53,99.26,18.39,16,-0.1563,0.4831,2.05,#7c3aed
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0222,Aquatec - Capitanes Ripoll,37.60623,-0.977768,1,nearest_fallback,337.0,anprFlowObserved:4,LH,3.01,65,8,0,0,57,100.0,18.3,0,-0.2696,0.5637,2.09,#7c3aed
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c28e2,Aquatec - C/San Diego,37.60347,-0.97896,1,nearest_fallback,364.1,anprFlowObserved:4,HH,3.01,65,51,0,0,14,100.0,18.3,0,0.4961,0.5637,2.09,#b91c1c
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPe0e2e632fa1e,Aquatec - C/ Serreta,37.60355,-0.98363,1,nearest_fallback,326.7,anprFlowObserved:4,LH,3.01,65,25,0,0,40,100.0,18.3,0,0.117,0.5637,2.09,#7c3aed
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d4e,C/ Ciclamen,37.6122131,-1.0095078,1,nearest_fallback,1637.5,anprFlowObserved:12,LH,2.44,1,0,0,0,1,1.9,0.0,2118,-0.9335,0.5683,2.05,#7c3aed
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d4e,C/ Ciclamen,37.6122131,-1.0095078,1,nearest_fallback,1637.5,anprFlowObserved:12,LH,2.44,1,0,0,0,1,1.9,0.0,2118,-0.8337,0.6183,2.09,#7c3aed
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d4e,C/ Ciclamen,37.6122131,-1.0095078,1,nearest_fallback,1637.5,anprFlowObserved:12,LH,2.44,1,0,0,0,1,1.9,0.0,2118,-0.7926,0.5366,2.05,#7c3aed
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1cd6,AQN4 - Alameda de San Antón,37.608817,-0.992348,2,radius,173.0,anprFlowObserved:12|anprFlowObserved:11,HH,2.34,3,3,0,0,0,5.93,0.0,2031,0.213,0.6715,2.13,#b91c1c
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c249e,Aquatec - C/ Jimenez de la Espada,37.60783,-0.99,4,radius,230.2,anprFlowObserved:11|anprFlowObserved:12|anprFlowObserved:9|anprFlowObserved:17,LH,2.24,25,0,0,0,25,51.64,12.6,1044,-0.0829,0.5538,2.13,#7c3aed
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c249e,Aquatec - C/ Jimenez de la Espada,37.60783,-0.99,4,radius,230.2,anprFlowObserved:11|anprFlowObserved:12|anprFlowObserved:9|anprFlowObserved:17,LH,2.24,25,0,0,0,25,51.64,12.69,1044,-0.0856,0.5519,2.05,#7c3aed
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1c9e,AQ2 - San Francisco,37.6019439,-0.983765,1,nearest_fallback,413.8,anprFlowObserved:8,LL,2.22,3,0,3,0,0,6.25,2.78,2024,0.8494,0.366,2.09,#1d4ed8
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c249e,Aquatec - C/ Jimenez de la Espada,37.60783,-0.99,4,radius,230.2,anprFlowObserved:11|anprFlowObserved:12|anprFlowObserved:9|anprFlowObserved:17,LH,1.88,21,0,0,0,21,51.64,12.78,1044,-0.0926,0.5531,2.05,#7c3aed
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c249e,Aquatec - C/ Jimenez de la Espada,37.60783,-0.99,4,radius,230.2,anprFlowObserved:11|anprFlowObserved:12|anprFlowObserved:9|anprFlowObserved:17,LH,1.79,20,1,0,0,19,51.64,12.74,1044,-0.0904,0.5501,2.09,#7c3aed
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1cd6,AQN4 - Alameda de San Antón,37.608817,-0.992348,2,radius,173.0,anprFlowObserved:12|anprFlowObserved:11,HH,1.56,2,2,0,0,0,5.93,0.0,2031,0.2518,0.6391,2.05,#b91c1c
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c087e,Aquatec - Ctra de la Algameca,37.60379977,-0.99406271,1,radius,278.8,anprFlowObserved:10,HL,1.39,30,0,10,20,0,100.0,38.44,0,-0.6163,0.3169,2.09,#ea580c
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c087e,Aquatec - Ctra de la Algameca,37.60379977,-0.99406271,1,radius,278.8,anprFlowObserved:10,HL,1.25,27,0,10,17,0,100.0,38.49,0,-0.5838,0.3171,2.05,#ea580c
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c087e,Aquatec - Ctra de la Algameca,37.60379977,-0.99406271,1,radius,278.8,anprFlowObserved:10,HL,1.16,25,0,7,18,0,100.0,38.35,0,-0.6056,0.3216,2.13,#ea580c
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c087e,Aquatec - Ctra de la Algameca,37.60379977,-0.99406271,1,radius,278.8,anprFlowObserved:10,mixed,1.07,23,0,11,12,0,100.0,38.4,0,-0.6121,0.3179,2.05,#0f766e
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0966,Aquatec - C/ Juan Fernández,37.608095402,-0.987760799,4,radius,284.7,anprFlowObserved:17|anprFlowObserved:13|anprFlowObserved:16|anprFlowObserved:2,mixed,0.88,19,7,1,1,10,100.0,18.16,0,0.0366,0.5346,2.13,#0f766e
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867bf326,Aquatec - C/ Ramón y Cajal,37.608898092,-0.990987387,2,radius,177.4,anprFlowObserved:12|anprFlowObserved:11,LH,0.83,18,4,1,0,13,100.0,18.16,0,-0.14,0.7143,2.13,#7c3aed
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867bf326,Aquatec - C/ Ramón y Cajal,37.608898092,-0.990987387,2,radius,177.4,anprFlowObserved:12|anprFlowObserved:11,LH,0.79,17,1,0,0,16,100.0,18.25,0,-0.146,0.7097,2.05,#7c3aed
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd222e,AQN5 - Av Reina Victoria,37.60998,-0.984489,2,radius,164.3,anprFlowObserved:14|anprFlowObserved:13,LH,0.79,1,0,0,0,1,5.84,0.0,2033,0.0885,0.5929,2.05,#7c3aed
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1cd6,AQN4 - Alameda de San Antón,37.608817,-0.992348,2,radius,173.0,anprFlowObserved:12|anprFlowObserved:11,HH,0.78,1,1,0,0,0,5.93,0.0,2031,0.3136,0.6414,2.05,#b91c1c
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867bf326,Aquatec - C/ Ramón y Cajal,37.608898092,-0.990987387,2,radius,177.4,anprFlowObserved:12|anprFlowObserved:11,LH,0.74,16,0,0,0,16,100.0,18.34,0,-0.1288,0.7125,2.05,#7c3aed
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0966,Aquatec - C/ Juan Fernández,37.608095402,-0.987760799,4,radius,284.7,anprFlowObserved:17|anprFlowObserved:13|anprFlowObserved:16|anprFlowObserved:2,mixed,0.74,16,6,2,0,8,100.0,18.25,0,0.0328,0.5359,2.05,#0f766e
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0966,Aquatec - C/ Juan Fernández,37.608095402,-0.987760799,4,radius,284.7,anprFlowObserved:17|anprFlowObserved:13|anprFlowObserved:16|anprFlowObserved:2,LH,0.74,16,4,0,2,10,100.0,18.3,0,0.0266,0.5366,2.09,#7c3aed
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c0966,Aquatec - C/ Juan Fernández,37.608095402,-0.987760799,4,radius,284.7,anprFlowObserved:17|anprFlowObserved:13|anprFlowObserved:16|anprFlowObserved:2,LH,0.69,15,3,1,1,10,100.0,18.34,0,0.0146,0.5359,2.05,#7c3aed
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867aa682,Aquatec - C/ Pintor Balaca,37.609571,-0.987615,3,radius,290.3,anprFlowObserved:13|anprFlowObserved:14|anprFlowObserved:17,LH,0.65,14,0,1,0,13,99.21,18.16,17,-0.112,0.5907,2.13,#7c3aed
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867bf326,Aquatec - C/ Ramón y Cajal,37.608898092,-0.990987387,2,radius,177.4,anprFlowObserved:12|anprFlowObserved:11,LH,0.6,13,3,0,0,10,100.0,18.3,0,-0.1332,0.7138,2.09,#7c3aed
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867aa682,Aquatec - C/ Pintor Balaca,37.609571,-0.987615,3,radius,290.3,anprFlowObserved:13|anprFlowObserved:14|anprFlowObserved:17,LH,0.56,12,0,2,0,10,99.21,18.3,17,-0.1123,0.5801,2.09,#7c3aed
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867aa682,Aquatec - C/ Pintor Balaca,37.609571,-0.987615,3,radius,290.3,anprFlowObserved:13|anprFlowObserved:14|anprFlowObserved:17,LH,0.47,10,0,0,0,10,99.21,18.25,17,-0.1135,0.5818,2.05,#7c3aed
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c064e,Aquatec - Parque Sauces,37.60905,-0.982657,4,radius,271.4,anprFlowObserved:15|anprFlowObserved:14|anprFlowObserved:3|anprFlowObserved:16,HL,0.4,4,0,0,3,1,45.99,6.95,1166,0.0268,0.7249,2.13,#ea580c
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c064e,Aquatec - Parque Sauces,37.60905,-0.982657,4,radius,271.4,anprFlowObserved:15|anprFlowObserved:14|anprFlowObserved:3|anprFlowObserved:16,HL,0.4,4,0,1,3,0,45.99,7.04,1166,0.0217,0.7228,2.05,#ea580c
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c064e,Aquatec - Parque Sauces,37.60905,-0.982657,4,radius,271.4,anprFlowObserved:15|anprFlowObserved:14|anprFlowObserved:3|anprFlowObserved:16,mixed,0.4,4,0,1,2,1,45.99,7.09,1166,0.0119,0.7273,2.09,#0f766e
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867aa682,Aquatec - C/ Pintor Balaca,37.609571,-0.987615,3,radius,290.3,anprFlowObserved:13|anprFlowObserved:14|anprFlowObserved:17,LH,0.37,8,0,1,0,7,99.21,18.34,17,-0.1129,0.5838,2.05,#7c3aed
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c01f2,Aquatec - C/ San Juan,37.605112,-0.985913,4,radius,294.7,anprFlowObserved:2|anprFlowObserved:17|anprFlowObserved:16|anprFlowObserved:3,LH,0.23,5,1,1,0,3,100.0,18.16,0,0.0085,0.6162,2.13,#7c3aed
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c01f2,Aquatec - C/ San Juan,37.605112,-0.985913,4,radius,294.7,anprFlowObserved:2|anprFlowObserved:17|anprFlowObserved:16|anprFlowObserved:3,LH,0.23,5,2,0,0,3,100.0,18.3,0,0.0033,0.6159,2.09,#7c3aed
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c064e,Aquatec - Parque Sauces,37.60905,-0.982657,4,radius,271.4,anprFlowObserved:15|anprFlowObserved:14|anprFlowObserved:3|anprFlowObserved:16,mixed,0.2,2,0,1,1,0,45.99,7.13,1166,0.0006,0.7276,2.05,#0f766e
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c01f2,Aquatec - C/ San Juan,37.605112,-0.985913,4,radius,294.7,anprFlowObserved:2|anprFlowObserved:17|anprFlowObserved:16|anprFlowObserved:3,LH,0.19,4,1,0,0,3,100.0,18.25,0,0.0071,0.6145,2.05,#7c3aed
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c200a,Aquatec - Plaza Lopez Pinto,37.604565,-0.985117,2,radius,288.5,anprFlowObserved:2|anprFlowObserved:3,HH,0.18,2,2,0,0,0,51.78,12.74,1041,-0.1054,0.7619,2.13,#b91c1c
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c01f2,Aquatec - C/ San Juan,37.605112,-0.985913,4,radius,294.7,anprFlowObserved:2|anprFlowObserved:17|anprFlowObserved:16|anprFlowObserved:3,mixed,0.09,2,0,1,0,1,100.0,18.34,0,-0.0028,0.6202,2.05,#0f766e
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c200a,Aquatec - Plaza Lopez Pinto,37.604565,-0.985117,2,radius,288.5,anprFlowObserved:2|anprFlowObserved:3,HH,0.09,1,1,0,0,0,51.78,12.83,1041,-0.0852,0.7625,2.05,#b91c1c
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c200a,Aquatec - Plaza Lopez Pinto,37.604565,-0.985117,2,radius,288.5,anprFlowObserved:2|anprFlowObserved:3,LH,0.09,1,0,0,0,1,51.78,12.88,1041,-0.0518,0.7601,2.09,#7c3aed
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867be9fa,Aquatec - Calle Jorge Juan /Ciudad Jardin,37.614975,-0.992527,1,nearest_fallback,609.2,anprFlowObserved:12,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.13,#9ca3af
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867be9fa,Aquatec - Calle Jorge Juan /Ciudad Jardin,37.614975,-0.992527,1,nearest_fallback,609.2,anprFlowObserved:12,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.05,#9ca3af
